fips_state_county_code,population_2020,10_year_pop_delta,20_year_pop_delta,rucc
27129,14723,-0.0640178,-0.141365837,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
27131,67097,0.046069658,0.184141327,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
27133,9704,0.001754929,-0.001646091,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
27135,15331,-0.019067119,-0.061922536,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
27137,200231,2.49718E-05,-0.001769814,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
27139,150928,0.161627979,0.686157971,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
27141,97183,0.098125403,0.507367539,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
27143,14836,-0.025614081,-0.034177462,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
27145,158292,0.05078265,0.1883873,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
27147,37406,0.022692476,0.110497566,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
27149,9671,-0.005654946,-0.037998607,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
27151,9838,0.005621997,-0.177905908,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
27153,25262,0.014741916,0.035243013,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
27155,3360,-0.055649241,-0.187817259,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
27157,21387,-0.013332718,-0.010319297,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
27159,14065,0.016036986,0.024399126,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
27161,18968,-0.008779264,-0.029074529,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
27163,267568,0.123593241,0.329768306,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
27165,11253,0.003746321,-0.052937216,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
27167,6506,-0.010644769,-0.088156973,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
27169,49671,-0.034783623,-0.00650052,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
27171,141337,0.133416199,0.570027327,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
27173,9528,-0.087181452,-0.151935915,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28001,29538,-0.085425891,-0.139811876,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
28003,34740,-0.062525299,0.006402271,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28005,12720,-0.031299977,-0.062292665,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28007,17889,-0.085616438,-0.089803602,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28009,7646,-0.124069195,-0.047939235,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
28011,30985,-0.092546493,-0.237179645,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28013,13266,-0.11335383,-0.119123506,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28015,9998,-0.056525432,-0.070039996,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28017,17106,-0.016444342,-0.120378465,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28019,8246,-0.035217035,-0.155036377,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28021,9135,-0.048833819,-0.228267297,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28023,15615,-0.066758307,-0.12255563,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28025,18636,-0.096830474,-0.152292576,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28027,21390,-0.182058047,-0.301368521,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28029,28368,-0.036707528,-0.013732921,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28031,18340,-0.062755519,-0.055515501,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28033,185314,0.149219855,0.727837243,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
28035,78158,0.043024528,0.086523758,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
28037,7675,-0.054570091,-0.088371541,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28039,24350,0.078483479,0.266645859,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28041,13530,-0.060416667,0.018288553,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28043,21629,-0.012644937,-0.070639797,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28045,46053,0.048350748,0.072371638,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28047,208621,0.114994255,0.100455224,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28049,227742,-0.071520884,-0.091763974,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28051,17000,-0.114491093,-0.21325435,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28053,7785,-0.1696,-0.304351711,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28055,1338,-0.048364154,-0.411609499,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28057,23863,0.019742746,0.047817687,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28059,143252,0.025660853,0.08987439,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28061,16367,-0.040733794,-0.098137536,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28063,7260,-0.060315817,-0.253316878,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28065,11321,-0.093377112,-0.188691415,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28067,67246,-0.007600242,0.035270572,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
28069,8988,-0.140397858,-0.139657318,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28071,55813,0.178707947,0.442681004,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
28073,64222,0.153868267,0.610502295,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
28075,72984,-0.0906667,-0.066318698,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
28077,12016,-0.070616444,-0.089765927,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28079,21275,-0.106280193,0.016483516,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28081,83343,0.00522253,0.101488158,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
28083,28339,-0.123093109,-0.253273959,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
28085,34907,0.001089793,0.051700762,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28087,58879,-0.015055454,-0.044110007,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
28089,109145,0.146444965,0.460895986,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28091,24441,-0.097718547,-0.046242098,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28093,33752,-0.091320267,-0.034194638,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
28095,34180,-0.075941496,-0.100431624,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28097,9822,-0.100961098,-0.194323681,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28099,29087,-0.019847688,0.014367916,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28101,21291,-0.019751381,-0.02486947,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28103,10285,-0.109138155,-0.180151455,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28105,51788,0.086362778,0.206616962,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
28107,33208,-0.043190135,-0.031356649,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28109,56145,0.005570083,0.15719939,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28111,11511,-0.060326531,-0.049541739,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
28113,40324,-0.001980002,0.035089971,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28115,31184,0.040958707,0.163104696,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28117,25008,-0.010602944,-0.022437651,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28119,6176,-0.248935911,-0.389783618,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28121,157031,0.108842865,0.360718526,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28123,27990,-0.009694311,-0.016341592,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28125,3800,-0.227013832,-0.422141119,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28127,25949,-0.056502927,-0.06097561,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
28129,14209,-0.138378509,-0.120893399,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28131,18333,0.030754526,0.348808122,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28133,25971,-0.118132428,-0.24463382,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28135,12715,-0.173169463,-0.146415145,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28137,28064,-0.028456692,0.105491216,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
28139,21815,-0.018756747,0.04427956,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28141,18850,-0.037921707,-0.015922736,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28143,9782,-0.092410466,0.058658009,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
28145,27777,0.023697206,0.095999053,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
28147,13884,-0.100951888,-0.084229272,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28149,44722,-0.083058249,-0.099581219,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
28151,44922,-0.121536265,-0.287348299,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
28153,19779,-0.046657348,-0.074536777,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28155,9926,-0.031893104,-0.034811357,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
28157,8587,-0.130694473,-0.169294766,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
28159,17714,-0.077299719,-0.121198591,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28161,12481,-0.015538729,-0.043748085,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
28163,26743,-0.047104935,-0.049779704,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
29001,25314,-0.011442184,0.013857738,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29003,18135,0.04881152,0.099824125,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29005,5305,-0.066842568,-0.174190535,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29007,24962,-0.022210036,-0.034613451,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29009,34534,-0.029862067,0.016303708,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29011,11637,-0.061683599,-0.072231524,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29013,16042,-0.059065048,-0.036400769,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29015,19394,0.017737196,0.131439239,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29017,10567,-0.145272183,-0.12029637,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29019,183610,0.128921189,0.355285399,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29021,84793,-0.049416486,-0.014183902,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29023,42130,-0.015516194,0.030980814,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
29025,8815,-0.064622241,-0.016622044,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29027,44283,-0.001105296,0.086379471,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29029,42745,-0.028566883,0.161328008,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29031,81710,0.079763195,0.189529924,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29033,8495,-0.086067778,-0.174360968,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29035,5202,-0.169672785,-0.124242424,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29037,107824,0.083897947,0.312957393,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29039,14188,0.014733228,0.034638664,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29041,7408,-0.05401609,-0.121858701,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29043,88842,0.147503294,0.636042208,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
29045,6634,-0.070738199,-0.105447681,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29047,253335,0.141462294,0.377262274,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29049,21184,0.021260184,0.114830018,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29051,77279,0.016962758,0.081990395,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29053,17103,-0.028293847,0.026097912,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29055,23056,-0.066407515,0.01189379,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29057,7569,-0.039832551,-0.044318182,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
29059,17071,0.017523991,0.085596184,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
29061,8430,-0.000355745,0.052171742,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
29063,11029,-0.144508222,-0.157448434,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29065,14421,-0.078942326,-0.033833579,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29067,11578,-0.153902368,-0.11496713,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29069,28283,-0.114856195,-0.147691659,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29071,104682,0.031431049,0.115774888,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29073,14794,-0.028117199,-0.036221498,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29075,6162,-0.085485307,-0.102664919,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
29077,298915,0.08627632,0.243096565,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
29079,9808,-0.044147744,-0.058733205,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29081,8157,-0.089315619,-0.078929539,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29083,21946,-0.014637213,-0.002681209,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29085,8279,-0.140022852,-0.072069043,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
29087,4223,-0.14026873,-0.21124393,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
29089,10151,0.000690063,-0.005583856,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29091,39750,-0.016089109,0.066455611,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29093,9537,-0.102822201,-0.106687898,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29095,717204,0.063851501,0.095066579,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29097,122761,0.045628769,0.172457595,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29099,226739,0.036601702,0.143056634,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29101,54013,0.026960738,0.11897659,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
29103,3744,-0.093681917,-0.141284404,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29105,36039,0.013156785,0.107801549,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29107,32984,-0.011892993,0.001366162,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29109,38001,-0.016384532,0.079083371,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29111,10032,-0.017530115,-0.043387051,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29113,59574,0.133318114,0.530835646,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
29115,11874,-0.069508659,-0.136687509,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29117,14557,-0.041987496,-0.000343359,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29119,23303,0.009530824,0.074663346,"Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      "
29121,15209,-0.022934601,-0.034961929,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29123,12626,0.03271716,0.065395325,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29125,8432,-0.081081081,-0.055132228,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
29127,28525,-0.008894757,0.009127251,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
29129,3538,-0.065257596,-0.058040469,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29131,24722,-0.00105059,0.049231814,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29133,12577,-0.124042346,-0.06351452,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29135,15473,-0.008585891,0.043428417,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29137,8666,-0.019683258,-0.070171674,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29139,11322,-0.074697614,-0.06738056,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29141,21006,0.021444201,0.09184469,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               "
29143,16434,-0.133044946,-0.165405515,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29145,58648,0.009188836,0.115065784,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29147,21241,-0.0910997,-0.030666728,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29149,8635,-0.206414852,-0.164247,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29151,13274,-0.043522121,0.019586758,"Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        "
29153,8553,-0.12033323,-0.103083054,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           "
29155,15661,-0.144020551,-0.220030878,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            "
29157,18956,-0.000790681,0.046136865,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29159,42980,0.018459278,0.090364808,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 "
29161,44638,-0.011471344,0.120825591,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             "
29163,17587,-0.050172824,-0.041423666,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                "
29165,106718,0.194756051,0.445534094,Metro - Counties in metro areas of 1 million population or more                                                                                                                                         
