FIPS Code,less_than_hs,hs_diploma_only,some_college_or_associates,bachelors_or_higher
20171,501,869,1042,809
20173,34504,87563,107875,102670
20175,4356,3714,3432,1421
20177,9375,37832,36081,37290
20179,71,620,726,400
20181,314,1240,1649,892
20183,188,970,941,602
20185,269,847,1042,728
20187,274,377,382,242
20189,767,909,1364,481
20191,1204,5450,5326,3636
20193,338,1324,2220,1133
20195,144,664,795,530
20197,218,1648,1715,1143
20199,57,276,390,347
20201,324,1571,1178,784
20203,201,412,578,309
20205,690,2035,2282,990
20207,215,812,884,397
20209,22058,33514,29906,18934
21001,2697,5153,3280,2069
21003,2574,5557,3961,2325
21005,1554,5623,5092,3100
21007,721,2047,1959,897
21009,5067,12561,7366,4878
21011,1899,3379,1744,1188
21013,5746,7280,4163,1733
21015,5877,23573,28753,27538
21017,2253,5012,4063,2732
21019,4021,11550,11925,6613
21021,2580,6710,5698,5038
21023,817,2655,1498,756
21025,2248,3382,2178,1399
21027,2240,6314,3819,1677
21029,6444,23261,17957,8235
21031,1830,3857,2049,1253
21033,1163,4031,2394,1369
21035,2541,7755,6975,6885
21037,5888,17981,16700,23136
21039,559,1357,939,500
21041,1560,2890,2138,590
21043,3876,7497,4903,2340
21045,2637,4464,2499,1406
21047,5872,12619,14796,7360
21049,3489,8661,8042,5090
21051,5132,5136,2842,1430
21053,1908,2839,1651,731
21055,1030,2674,1831,832
21057,889,2097,1240,649
21059,6777,23134,22323,15552
21061,1925,3458,2511,903
21063,1380,2400,1212,539
21065,2467,4630,2018,997
21067,18266,40802,58237,90867
21069,2011,3973,2610,1268
21071,6353,9685,6706,2909
21073,3914,11139,9870,10617
21075,909,1627,1227,583
21077,1100,2581,1481,680
21079,2351,4592,3267,2180
21081,2159,7631,4235,2082
21083,3167,9939,7701,4371
21085,3314,7678,4998,1878
21087,1946,3001,1948,1045
21089,2789,9118,9088,4342
21091,849,2528,1784,667
21093,6783,21820,27330,15783
21095,5093,6462,5117,2025
21097,2321,5220,3512,1891
21099,3000,5081,3080,1440
21101,4187,11505,10461,5817
21103,1620,4491,3357,1426
21105,654,1369,743,519
21107,4204,12778,9415,5228
21109,2378,4003,1702,1296
21111,49799,141612,161586,177361
21113,4416,10612,9486,10260
21115,3078,5763,4453,2589
21117,11406,32272,33180,35671
21119,2633,3559,2801,1570
21121,5572,7976,4484,2984
21123,1589,3902,3225,1229
21125,7891,16271,11465,6017
21127,2692,4603,2467,1056
21129,1582,1802,1168,410
21131,2105,3074,1528,638
21133,3873,5894,4227,1934
21135,2282,4042,2263,855
21137,3411,7238,4098,2203
21139,1092,2933,1905,796
21141,2773,8190,4440,3018
21143,801,2696,1957,1109
21145,4385,14406,16013,11137
21147,2840,4961,3443,871
21149,818,2663,2105,870
21151,6960,15609,15945,17121
21153,2644,3182,2080,830
21155,2390,5842,3029,1626
21157,2573,8664,7082,4359
21159,2172,3301,2006,991
21161,1610,4079,3780,2289
21163,2184,6848,6529,3741
21165,1062,2102,1010,525
21167,2355,5548,4398,2795
21169,1719,2711,1689,913
21171,1867,2916,1567,1066
21173,2895,7666,5497,2980
21175,2337,4072,2202,1234
21177,3884,9736,5385,2735
21179,3169,11536,10691,5584
21181,1175,2045,1207,432
21183,2735,7039,4363,2234
21185,2690,9008,13421,18500
21187,1565,3518,1662,829
21189,965,1137,488,499
21191,1628,4408,2698,1332
21193,4329,6189,5530,2699
21195,9729,16650,10361,5514
21197,1651,3354,2041,1333
21199,7756,16103,13857,7440
21201,230,577,454,246
21203,2561,5160,2806,1349
21205,2257,4758,3668,3572
21207,2704,4769,3249,1843
21209,3205,10800,11491,10104
21211,4368,9809,10149,8059
21213,1600,5510,3430,1740
21215,1250,4713,4389,2636
21217,2148,6539,4730,3268
21219,1836,3298,1934,1078
21221,1237,3424,3945,1707
21223,1034,2784,1344,849
21225,949,4555,2967,1054
21227,9275,20786,22825,25141
21229,1315,3473,1868,1539
21231,3738,5689,3463,1813
21233,1587,4255,2296,906
21235,4283,8520,5559,4714
21237,1460,1937,1329,448
21239,1636,5450,5033,6183
22001,8673,17035,10019,5478
22003,3633,7928,4314,2020
22005,9065,25794,23815,21099
22007,3972,6978,3051,1485
22009,6441,10500,7409,3407
22011,3625,9393,7270,4396
22013,1502,4212,2529,1213
22015,8645,24841,29032,21026
22017,21539,55944,49357,39063
22019,17569,45462,40695,29704
22021,1575,2869,1371,933
22023,735,1938,1527,609
22025,1712,2627,1405,917
22027,2448,5206,2777,1527
22029,2633,5424,3356,1870
22031,3229,7888,4653,2744
22033,26721,76551,79298,98011
22035,1439,1979,1032,435
22037,2846,6202,3402,1814
22039,5301,9075,4936,2543
22041,3386,5696,2826,1621
22043,2806,7494,4343,1356
22045,9379,20440,10602,6344
22047,4689,9522,5622,3202
22049,2174,4782,2702,1574
22051,43782,94119,85605,82018
22053,3893,8394,4987,3508
22055,18380,49247,40821,53472
22057,14486,26988,13838,11257
22059,2244,4250,2146,1365
22061,2977,6926,6721,9200
22063,13601,34956,25149,18083
22065,1966,2778,1812,963
22067,3491,7322,4043,2213
22069,2666,8079,7872,4381
22071,37349,63287,72591,104257
22073,13611,34480,28516,24489
22075,2493,5435,4474,2926
22077,3102,6048,3936,2294
22079,12593,31930,24227,18162
22081,1114,2499,1373,804
22083,2996,5643,3335,1818
22085,2361,7717,4275,2206
22087,5999,9879,10898,3502
22089,3513,12147,10650,8895
22091,1665,2854,1658,1236
22093,2142,6020,4080,2391
22095,3998,11146,9008,4566
22097,12527,22163,11177,7937
22099,6510,15443,8759,5217
22101,5932,17597,7450,3531
22103,16481,46450,52423,58978
22105,14055,31924,22777,17143
22107,715,1462,633,361
22109,15594,28864,18115,11537
22111,2245,7033,3708,2700
22113,8834,16459,8946,5656
22115,3979,12142,8758,5293
22117,6475,14078,7317,3650
22119,4390,11427,7203,4192
22121,2262,6564,4941,3880
22123,1629,3518,1642,901
22125,2070,3680,3014,2792
22127,1849,4660,2253,1420
23001,7337,26495,23878,17016
23003,5746,18745,16113,9676
23005,10265,46947,53657,100732
23007,1605,8210,6422,5352
23009,2468,12804,12142,14158
23011,6569,28732,27925,24649
23013,1930,9883,8135,10066
23015,1824,9050,6636,8811
23017,3452,17991,13164,8225
23019,8650,36204,33134,29900
23021,1255,5251,4009,2373
23023,1593,7955,7347,9652
23025,4334,15093,11790,6159
23027,2291,9406,8349,9174
23029,2473,8788,6754,5092
23031,10193,45035,46200,48853
24001,4889,20856,14748,9428
24003,29790,93242,106249,164303
24005,49009,148205,151661,226425
24009,3316,18963,19998,20269
24011,3543,8996,5866,4152
24013,8471,34296,31423,42417
24015,7471,25643,20865,16976
24017,7282,33815,34794,30913
24019,2784,8884,6510,4880
24021,12801,41274,46084,70751
24023,2189,9298,5488,4497
24025,12824,45434,52409,64164
24027,9716,28992,41894,134698
24029,1584,4159,3295,4895
24031,64699,96230,134418,422553
24033,81715,159137,171566,203856
24035,2389,10146,9770,12801
24037,7603,22498,20524,23702
24039,3181,6761,4627,2456
24041,2446,6832,7323,11338
24043,13442,38312,30279,23046
24045,8250,20843,17887,17576
24047,3417,12527,12002,11440
24510,62652,123310,102488,135188
25001,7525,39331,46979,72020
25003,8016,27188,26268,31156
25005,56196,117579,106466,112574
25007,662,3032,3368,5762
25009,58243,136027,132312,216380
25011,3572,15124,14626,19824
25013,45075,97330,88909,86136
25015,5257,22669,23815,48392
25017,73690,213958,203445,632232
25019,358,1625,1881,4328
25021,29865,94532,103634,263397
25023,25364,99923,98761,135077
25025,75529,122379,100517,254858
25027,52592,157828,151168,206929
26001,907,3346,2818,1443
26003,707,3161,1906,1218
26005,7147,29818,23970,17818
26007,1721,7122,8505,3807
26009,1456,5507,5458,5035
26011,1312,4770,3875,1433
26013,673,2534,2048,987
26015,3111,15988,14334,8924
26017,7120,25805,27304,14413
26019,893,4146,4228,4020
26021,11107,30220,36383,29919
26023,3290,12583,10074,4367
26025,8159,33557,30246,19175
26027,4527,12192,13008,7048
26029,1153,5727,6405,5991
26031,1925,7411,6122,4028
26033,2591,8882,9024,5530
26035,3477,8217,7928,2835
26037,2956,14425,19212,17290
26039,1055,3460,3924,2030
26041,1563,8942,10417,5546
26043,933,6166,6705,4786
26045,4387,21255,29812,21311
26047,1481,5941,8617,8052
26049,26220,88383,105561,59248
26051,2455,7408,6447,2535
26053,728,4303,4262,2242
26055,3197,15948,23444,23999
26057,2514,11422,9965,4339
26059,3695,12156,9988,5421
26061,1521,7014,5730,6904
26063,2516,9611,7269,3682
26065,12432,38750,56615,68502
26067,4128,17100,15285,7168
26069,2163,7475,6793,3110
26071,773,3652,2674,1611
26073,3311,12328,11863,11268
26075,10171,35925,39673,24407
26077,10587,36155,53939,63961
26079,1614,5358,4232,1512
26081,39718,103253,132093,152873
26083,61,603,494,545
26085,1607,3713,2745,1086
26087,5696,22360,23022,11414
26089,726,3615,4902,7484
26091,6229,25208,22591,14371
26093,6416,34315,45168,47052
26095,554,1761,1587,881
26097,780,2851,2801,1949
26099,61725,182237,217066,152468
26101,1862,6530,6230,3724
26103,2242,13730,13843,14648
26105,1656,7239,7256,4842
26107,2634,9702,8489,6101
26109,1287,7301,5799,2798
26111,3363,16889,17594,20528
26113,1095,4373,3511,1460
26115,9023,37079,37516,21581
26117,4999,17843,15390,5882
26119,965,3173,2241,1010
26121,10339,40256,44430,23337
26123,4013,13616,10495,5610
26125,51745,164499,250274,417746
26127,2307,6568,5680,3530
26129,2210,5990,5565,1905
26131,366,2105,1581,803
26133,1845,7139,5016,2313
26135,1017,2295,2174,651
26137,1389,5766,6157,4105
26139,12515,50376,54721,60731
26141,1036,3796,3324,1777
26143,1901,7262,6819,2931
26145,14016,43902,46531,27514
26147,10405,38403,43003,21001
26149,5325,14960,14028,6613
26151,3416,12084,9688,4158
26153,580,2717,1907,963
26155,3742,17906,18183,8186
26157,4045,16091,12696,5110
26159,6670,16174,17601,11240
26161,10823,33523,56699,128223
26163,159772,355540,383767,282906
26165,2399,8410,8064,4205
27001,1084,4561,4496,2234
27003,14357,66574,84889,72788
27005,1599,7354,8524,5816
27007,2243,7916,10023,8332
27009,2218,7992,10243,6306
27011,268,1640,1176,562
27013,2129,10301,12937,13550
27015,1124,6267,6102,3846
27017,1502,8024,9914,5521
27019,2570,12064,19214,32450
27021,1662,6895,7829,4947
27023,877,2811,2992,1565
27025,2060,12968,15120,8254
27027,1971,9134,14283,13179
27029,839,2102,2060,1028
27031,124,1028,1400,1730
27033,830,2812,2609,1559
27035,2717,13734,18111,11330
27037,14070,58133,92129,120099
27039,699,4526,4878,3503
27041,1314,7817,10728,6990
27043,727,3722,3583,1831
27045,1299,4918,5015,3203
27047,2440,7623,7977,3732
27049,1841,10722,11613,8504
27051,300,1410,1728,794
27053,57577,141681,232296,432616
27055,647,4562,4811,3309
27057,1066,4781,5274,4189
27059,2026,9374,10657,5008
27061,1959,9765,13354,7514
27063,523,2336,2670,1610
27065,1119,4515,4139,1682
27067,3164,7451,11491,6699
27069,168,1114,999,796
27071,761,3338,3807,1454
27073,335,1839,1864,934
27075,433,2506,2830,2335
27077,197,1084,1059,468
27079,1184,6926,6778,4447
27081,322,1529,1370,768
27083,1315,5205,5617,4291
27085,1700,8905,9775,4354
27087,439,1226,1237,443
27089,652,2413,2227,1253
27091,958,5328,4891,2878
27093,1165,5572,5962,3068
27095,1810,6876,6507,2615
27097,2138,8794,8054,3977
27099,3317,8581,8987,5952
27101,583,2168,1982,1239
27103,1327,5584,7760,7490
27105,3321,4379,4145,2141
27107,365,1662,1623,859
27109,5652,20830,31208,47003
27111,3280,12252,15612,10343
27113,667,3227,3971,1883
27115,2042,8682,7437,3171
27117,643,2202,2040,1324
27119,1722,6493,7617,5363
27121,479,2451,3275,1845
27123,35294,75759,98633,153452
27125,206,1050,1092,454
27127,954,3898,3590,1988
27129,967,3737,3959,1558
27131,3737,13137,13139,11840
27133,428,2099,2321,1511
27135,733,3648,3901,2107
27137,7510,37043,51749,39946
27139,5000,20804,30510,37319
27141,3322,17580,24348,16382
27143,961,4044,3616,1693
27145,8136,27419,35489,26904
27147,1839,8273,8082,6385
27149,351,1835,1868,1781
27151,626,2175,2550,1301
27153,2193,6191,5950,2553
27155,169,890,1017,440
27157,1026,5096,5661,3660
27159,870,3431,3669,1276
27161,906,4704,4540,2765
27163,6801,36185,53184,76389
27165,1153,3063,2058,1148
27167,224,1260,1859,1043
27169,2051,8543,11358,9440
27171,4418,25490,31212,25680
27173,596,2417,2638,1178
28001,4937,7355,6119,3890
28003,4768,8218,8167,4371
28005,1636,3546,2710,1134
28007,2751,3986,3839,1710
28009,1561,1900,1575,657
28011,4568,5127,6056,4867
28013,2216,3679,2808,1163
28015,1446,2586,2372,894
28017,2791,4353,2794,1412
28019,1130,2076,1474,1104
28021,1024,1457,1478,1249
28023,1865,4295,3376,1359
28025,2450,4602,3615,2735
28027,2957,3643,5467,2376
28029,3738,6514,5919,2752
28031,2089,4558,3969,1836
28033,11177,34159,42256,29253
28035,5912,12750,15159,13001
28037,817,1876,1972,637
28039,2442,5696,5288,2145
28041,2331,3297,3216,952
28043,2739,3977,4520,3046
28045,4218,9468,12564,7406
28047,15860,39433,48842,31213
28049,19116,38349,51502,44555
28051,2548,4495,2816,1117
28053,1629,1824,1259,691
28055,438,354,283,35
28057,3288,4890,5470,2068
28059,10955,30344,35326,20479
28061,1797,4366,3480,1712
28063,1071,1841,1175,773
28065,1399,2910,2522,1125
28067,7149,13418,15026,9334
28069,1205,2588,1966,991
28071,3007,5884,8182,14309
28073,4332,9941,12782,14001
28075,7951,14103,19171,10130
28077,1563,2871,2613,1503
28079,3151,5380,4086,2102
28081,9232,14625,18808,13774
28083,3272,6794,4447,3290
28085,3175,8752,7573,3757
28087,5491,12570,12033,9215
28089,5703,11737,18184,33429
28091,3137,6670,5068,2091
28093,4389,9484,7217,3374
28095,4712,8910,6996,4144
28097,1586,2392,1816,1388
28099,3664,6625,6140,2155
28101,2024,4234,5190,2248
28103,2019,2058,1781,1085
28105,2401,5604,6816,11011
28107,4397,8283,6583,3362
28109,6125,11491,13869,6290
28111,1394,3306,2604,878
28113,4283,9137,7800,4228
28115,4838,5994,6040,3721
28117,3370,5835,5634,2095
28119,1386,1502,1449,498
28121,11072,27971,35423,30489
28123,4797,6920,4633,2102
28125,658,816,878,571
28127,3699,5483,6086,2957
28129,2284,4307,3063,1339
28131,2150,4334,3698,1906
28133,4398,5642,4770,2687
