FIPS_Code,Employed_2019,Unemployed_2019,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,5_year_unemployment_delta
26117,27200,1130,52089,87.51218414,-0.473684211
26119,2748,245,40126,67.41372681,-0.369230769
26121,74071,3222,50730,85.22898865,-0.454545455
26123,22463,969,51772,86.97960663,-0.430555556
26125,658244,23844,81257,136.5159149,-0.453125
26127,11362,705,52319,87.89859009,-0.425742574
26129,7515,525,41347,69.46507263,-0.336734694
26131,1943,139,45531,76.49440765,-0.412280702
26133,10821,446,47343,79.53865814,-0.529411765
26135,2784,205,44594,74.92019653,-0.415254237
26137,11065,565,52392,88.0212326,-0.395061728
26139,157599,4361,69827,117.3129272,-0.4375
26141,4581,365,47339,79.53193665,-0.421875
26143,7198,568,42546,71.47945404,-0.365217391
26145,82780,4041,48471,81.43375397,-0.373333333
26147,72675,3824,60208,101.1525116,-0.473684211
26149,27027,1168,54024,90.76307678,-0.293103448
26151,18666,908,49917,83.86310577,-0.458823529
26153,3073,227,50256,84.43264771,-0.372727273
26155,32068,1396,55633,93.46627808,-0.447368421
26157,22715,1190,52342,87.93723297,-0.418604651
26159,33776,1573,58733,98.67443848,-0.456790123
26161,193473,5555,76728,128.9069519,-0.428571429
26163,767852,42009,50753,85.26763153,-0.458333333
26165,14205,656,53146,89.28799438,-0.488372093
27001,6830,439,51936,69.68562317,-0.117647059
27003,192801,5967,83363,111.8531036,-0.285714286
27005,18049,726,61311,82.26462555,-0.204081633
27007,23341,1016,54638,73.31105804,-0.222222222
27009,21103,838,63395,85.06085205,-0.269230769
27011,2383,101,52692,70.69999695,-0.088888889
27013,39513,1100,60408,81.05301666,-0.228571429
27015,13851,509,62904,84.4020462,-0.255319149
27017,17092,779,65749,88.21935272,-0.185185185
27019,57673,1599,101891,136.7132263,-0.27027027
27021,13613,778,54267,72.81327057,-0.260273973
27023,6627,262,54984,73.7753067,-0.173913043
27025,29118,1111,84811,113.7959747,-0.229166667
27027,35009,1075,64874,87.04531097,-0.142857143
27029,4099,361,54896,73.65723419,-0.242990654
27031,2985,131,58664,78.71298218,-0.275862069
27033,5699,214,53725,72.08603668,-0.333333333
27035,30860,1368,60384,81.02081299,-0.3
27037,236094,6840,89075,119.5172348,-0.282051282
27039,11485,394,86436,115.9763336,-0.23255814
27041,20377,651,67592,90.69221497,-0.184210526
27043,6733,284,54193,72.713974,-0.245283019
27045,11137,374,62716,84.14979553,-0.288888889
27047,15543,540,56716,76.09923553,-0.227272727
27049,26170,807,71497,95.93178558,-0.25
27051,3163,143,55247,74.12818909,-0.156862745
27053,688531,19170,82323,110.4576721,-0.307692308
27055,10057,327,64920,87.10703278,-0.311111111
27057,9445,527,56064,75.22441101,-0.184615385
27059,20721,849,77963,104.607605,-0.25
27061,20638,1271,58660,78.70761871,-0.147058824
27063,5513,192,57915,77.70800781,-0.209302326
27065,8536,523,63595,85.32920074,-0.236842105
27067,23450,838,64129,86.04570007,-0.186046512
27069,2284,84,62762,84.21151733,-0.3
27071,5602,368,52545,70.50275421,-0.287356322
27073,3408,130,56825,76.24549103,-0.244897959
27075,5299,194,61082,81.95735931,-0.255319149
27077,2345,100,56244,75.46592712,-0.163265306
27079,15615,716,75519,101.3283386,-0.2
27081,3130,120,55328,74.23687744,-0.159090909
27083,14049,452,63849,85.6700058,-0.162162162
27085,18610,699,64380,86.38248444,-0.234042553
27087,2188,106,46702,62.66285706,-0.206896552
27089,5086,310,59793,80.22782898,-0.173913043
27091,9671,370,54602,73.26275635,-0.229166667
27093,12829,505,63812,85.62036133,-0.191489362
27095,12274,688,59262,79.51535797,-0.231884058
27097,16653,891,61847,82.9838028,-0.203125
27099,19793,602,55276,74.167099,-0.230769231
27101,4637,204,61007,81.8567276,-0.16
27103,20405,520,71067,95.35482788,-0.193548387
27105,10879,325,57300,76.88282776,-0.171428571
27107,3096,153,53961,72.40268707,-0.078431373
27109,86871,2236,80631,108.1874161,-0.285714286
27111,30093,1282,59901,80.3727417,-0.108695652
27113,8309,389,55870,74.96411133,-0.150943396
27115,14223,813,55684,74.71453857,-0.142857143
27117,4742,169,55405,74.34018707,-0.128205128
27119,16028,644,60582,81.28647614,-0.170212766
27121,6321,199,59442,79.75687408,-0.162162162
27123,280286,8446,68652,92.11447906,-0.292682927
27125,2108,115,58384,78.3372879,-0.118644068
27127,7322,275,60097,80.63572693,-0.2
27129,8241,382,59110,79.311409,-0.228070175
27131,36051,1131,72438,97.19438171,-0.285714286
27133,5516,126,63451,85.13598633,-0.153846154
27135,7533,296,62924,84.42887878,0
27137,97689,3973,60228,80.81149292,-0.25
27139,81941,2259,108718,145.8734131,-0.27027027
27141,51120,1816,95323,127.9005508,-0.260869565
27143,8151,319,66757,89.57184601,-0.191489362
27145,87774,2823,66449,89.15858459,-0.261904762
27147,20482,654,68603,92.04872894,-0.205128205
27149,5299,143,59045,79.22419739,-0.212121212
27151,4685,209,60127,80.67597961,-0.12244898
27153,12948,582,51746,69.43069458,-0.104166667
27155,1700,63,57602,77.28803253,-0.234042553
27157,11852,400,63435,85.11451721,-0.195121951
27159,5566,357,50663,67.97756958,-0.047619048
27161,8682,339,63907,85.74783325,-0.224489796
27163,140707,3982,100857,135.3258514,-0.243243243
27165,6245,257,57290,76.86940765,-0.2
27167,3393,116,69890,93.77557373,-0.057142857
27169,27783,804,64219,86.16645813,-0.263157895
27171,74140,2431,91374,122.601944,-0.255813953
27173,5150,199,61074,81.94662476,-0.119047619
28001,10370,809,34583,75.29829407,-0.142857143
28003,15423,782,43496,94.70475769,-0.28358209
28005,4135,316,41575,90.52212524,-0.12345679
28007,6589,452,36905,80.35403442,-0.272727273
28009,2868,194,37875,82.46603394,-0.336842105
28011,11118,862,30309,65.99242401,-0.257731959
28013,5276,319,38648,84.14910126,-0.24
28015,3316,224,44885,97.72905731,-0.34375
28017,6542,402,37533,81.72138977,-0.408163265
28019,3505,210,41146,89.58805084,-0.304878049
28021,2770,335,31221,67.97814178,-0.27027027
28023,5592,378,42826,93.24594879,-0.307692308
28025,7275,597,33653,73.27338409,-0.432835821
28027,7703,652,30242,65.84654236,-0.344537815
28029,10369,752,42299,92.09850311,-0.244444444
28031,7823,403,42076,91.61296082,-0.268656716
28033,88908,4213,67450,146.8603058,-0.166666667
28035,31457,1759,40224,87.58055878,-0.293333333
28037,2592,196,41420,90.18463898,-0.176470588
28039,8284,675,51858,112.9115143,-0.096385542
28041,4019,351,48641,105.907074,-0.111111111
28043,9151,490,40561,88.3143158,-0.301369863
28045,17803,1088,50401,109.7391586,-0.205479452
28047,82424,4622,49619,108.0364914,-0.220588235
28049,99796,5670,44773,97.48519135,-0.260273973
28051,5039,585,26348,57.36805344,-0.311258278
28053,1966,228,28464,61.9752655,-0.35
28055,319,45,30944,67.37502289,-0.295454545
28057,10025,508,49214,107.1546783,-0.333333333
28059,55070,3651,53414,116.2994232,-0.234567901
28061,5823,435,40923,89.10250854,-0.186046512
28063,1698,323,30871,67.21607971,-0.018404908
28065,3823,291,32077,69.84192657,-0.310679612
28067,25036,1435,41733,90.86613464,-0.129032258
28069,3213,279,33472,72.87928772,-0.379844961
28071,26825,1256,54034,117.6493607,-0.307692308
28073,29799,1348,62606,136.3133545,-0.173076923
28075,28723,1701,41604,90.58526611,-0.263157895
28077,4326,326,43668,95.07925415,-0.166666667
28079,7605,457,41007,89.28540039,-0.208333333
28081,39691,1853,50803,110.6144409,-0.383561644
28083,9172,766,29687,64.63813019,-0.393700787
28085,13833,842,45062,98.11444092,-0.149253731
28087,24415,1382,49251,107.2352371,-0.386363636
28089,51578,2418,70824,154.2065887,-0.150943396
28091,9465,564,38402,83.61347961,-0.325301205
28093,13631,852,43107,93.85778046,-0.329545455
28095,14800,867,42464,92.45776367,-0.460784314
28097,3715,242,38475,83.77242279,-0.344086022
28099,9745,626,41795,91.00112915,-0.130434783
28101,7911,484,42962,93.54206848,-0.134328358
28103,3502,281,32916,71.66870117,-0.412698413
28105,21504,1308,41631,90.6440506,-0.208333333
28107,11842,854,40655,88.51898956,-0.373831776
28109,22507,1282,45874,99.8824234,-0.194029851
28111,4012,299,43106,93.85559845,-0.25
28113,13598,973,35044,76.3020401,-0.202380952
28115,14347,668,48910,106.492775,-0.362318841
28117,10829,566,43465,94.63726044,-0.342105263
28119,2140,195,29318,63.83469772,-0.363636364
28121,74263,3134,67284,146.4988708,-0.14893617
28123,12265,584,41532,90.42849731,-0.181818182
28125,1346,138,31138,67.79742432,-0.162162162
28127,10225,573,47664,103.7798309,-0.184615385
28129,6463,364,46296,100.8012543,-0.086206897
28131,6495,431,47187,102.7412491,-0.279069767
28133,6785,696,32948,71.7383728,-0.261904762
28135,5072,310,31915,69.48919678,-0.382978723
28137,11536,702,50188,109.2753906,-0.337209302
28139,9085,499,44696,97.31754303,-0.380952381
28141,8248,453,43341,94.36727142,-0.333333333
28143,4057,279,33993,74.01367188,-0.462184874
28145,13785,615,49320,107.3854752,-0.306451613
28147,4606,368,35465,77.21868896,-0.229166667
28149,19279,1251,46606,101.4762268,-0.207792208
28151,14950,1301,31018,67.53614044,-0.37007874
28153,7080,469,39036,84.99390411,-0.303370787
28155,3742,232,46110,100.3962708,-0.325581395
28157,2531,292,32612,71.00679016,-0.112068966
28159,6976,460,37596,81.85855865,-0.386138614
28161,4701,292,40515,88.21416473,-0.376344086
28163,9325,641,34817,75.80778503,-0.366336634
29001,9889,400,43044,75.02222443,-0.4
29003,9578,271,62823,109.4954224,-0.461538462
29005,2587,99,50516,88.0453186,-0.314814815
29007,10271,357,45609,79.49281311,-0.392857143
29009,14971,540,47155,82.18736267,-0.435483871
29011,4984,174,46397,80.86623383,-0.46031746
29013,7449,316,48442,84.43050385,-0.422535211
29015,6807,346,42144,73.45359802,-0.384615385
29017,5227,212,45868,79.94422913,-0.426470588
29019,95949,2345,58029,101.1398697,-0.428571429
29021,42855,1350,49216,85.77951813,-0.456140351
29023,17072,838,41327,72.02963257,-0.338028169
29025,4149,137,52872,92.15163422,-0.418181818
29027,20726,618,58720,102.344223,-0.482142857
29029,17962,844,51460,89.69062805,-0.451219512
29031,39512,1191,57618,100.4235306,-0.472727273
29033,4625,154,50628,88.24052429,-0.555555556
29035,2399,124,36383,63.4126358,-0.455555556
29037,53117,1651,73882,128.7703705,-0.473684211
29039,5540,214,38427,66.97516632,-0.421875
29041,3588,111,50589,88.17254639,-0.482758621
29043,44161,1230,63400,110.501091,-0.448979592
29045,3063,113,46001,80.17603302,-0.485714286
29047,133261,3915,70705,123.2331161,-0.462962963
29049,10269,323,64541,112.4897614,-0.491525424
29051,38077,1008,61847,107.7943344,-0.48
29053,7146,275,56957,99.27146149,-0.383333333
29055,10527,411,48315,84.20915222,-0.525
29057,3421,111,42421,73.93638611,-0.483333333
29059,6746,315,42389,73.8806076,-0.407894737
29061,3943,136,48197,84.00348663,-0.431034483
29063,4670,147,53997,94.11241913,-0.436363636
29065,6045,223,45540,79.37255096,-0.470588235
29067,4823,257,39773,69.32113647,-0.337662338
29069,10849,633,38880,67.76470947,-0.395604396
29071,51804,1708,61428,107.0640488,-0.507692308
29073,7463,259,53751,93.68366241,-0.358490566
29075,3392,93,53663,93.53028107,-0.526315789
29077,146642,4057,45313,78.97690582,-0.448979592
29079,4211,153,44323,77.25141907,-0.339622642
29081,3658,126,43016,74.97341919,-0.5
29083,9331,361,46995,81.90849304,-0.430769231
29085,3669,160,32934,57.40130615,-0.5
29087,2502,73,47429,82.66492462,-0.428571429
29089,4717,149,49923,87.01176453,-0.425925926
29091,15751,667,40177,70.02526855,-0.430555556
29093,3343,168,39292,68.48278809,-0.515151515
29095,347783,13472,57907,100.9272308,-0.478873239
29097,55348,1710,46021,80.21089172,-0.433962264
29099,115205,3657,68779,119.8762512,-0.5
29101,22194,853,58396,101.7795181,-0.430769231
29103,1713,51,41755,72.77559662,-0.369565217
29105,16104,1191,43969,76.6344223,-0.148148148
29107,16221,515,62264,108.5211334,-0.483333333
29109,17298,629,45746,79.73159027,-0.406779661
29111,4821,157,40782,71.0797348,-0.384615385
29113,28206,951,69178,120.5716782,-0.492307692
29115,4828,246,45774,79.78039551,-0.414634146
29117,7145,186,49065,85.51634216,-0.509803922
29119,10063,351,39615,69.04575348,-0.413793103
29121,7228,253,45717,79.68104553,-0.451612903
29123,5260,185,43919,76.54727936,-0.514285714
29125,3728,134,49712,86.64401245,-0.435483871
29127,13969,457,50803,88.54553223,-0.428571429
29129,1787,58,44343,77.28627777,-0.392156863
29131,11778,460,49252,85.84226227,-0.512820513
29133,5500,233,36802,64.14292145,-0.438356164
29135,7110,214,57321,99.90588379,-0.516666667
29137,3662,161,48399,84.35555267,-0.34375
29139,5536,179,50282,87.63747406,-0.474576271
29141,7745,350,44473,77.51285553,-0.505747126
29143,7831,350,42115,73.40305328,-0.426666667
29145,26222,887,53251,92.81220245,-0.388888889
29147,10427,318,47419,82.64749146,-0.558823529
29149,3796,156,35356,61.62265778,-0.48
29151,6893,168,60728,105.8440094,-0.489361702
29153,3226,197,36019,62.7782135,-0.355555556
29155,5996,315,34280,59.74727631,-0.462365591
29157,9735,263,57032,99.4021759,-0.527272727
29159,20108,736,48516,84.55947876,-0.435483871
29161,19039,643,46573,81.17298126,-0.492307692
29163,7225,264,49089,85.5581665,-0.385964912
29165,57446,1569,84456,147.1999969,-0.470588235
29167,13930,499,44837,78.14727783,-0.453125
29169,14046,598,55620,96.94117737,-0.438356164
29171,2185,82,42434,73.95903778,-0.294117647
29173,5495,176,63419,110.5342026,-0.41509434
29175,9897,398,48043,83.7350769,-0.450704225
29177,10587,398,61678,107.4997787,-0.470588235
29179,2904,112,37415,65.2113266,-0.55952381
29181,4718,276,35788,62.37559891,-0.337349398
29183,223553,5769,89236,155.5311584,-0.479166667
29185,3565,170,39319,68.52984619,-0.402597403
29186,8913,245,61662,107.4718933,-0.597014925
29187,25544,977,43886,76.48976135,-0.519480519
29189,516814,16206,70161,122.2849655,-0.482758621
29195,10283,338,47324,82.48191833,-0.428571429
29197,1876,85,43183,75.26448822,-0.418918919
29199,2285,72,46871,81.69237518,-0.354166667
29201,19152,701,44924,78.29891205,-0.46969697
29203,3057,177,36477,63.57646942,-0.421052632
29205,2941,88,45939,80.06797028,-0.516666667
29207,12421,610,42363,73.83529663,-0.397435897
29209,13171,681,50262,87.60261536,-0.494845361
29211,2566,92,43421,75.67930603,-0.46969697
29213,25600,1375,49314,85.95032501,-0.479591837
29215,8508,398,38914,67.82396698,-0.430379747
29217,9089,331,46182,80.49150085,-0.385964912
29219,17966,530,63726,111.0692825,-0.532258065
29221,9742,456,41198,71.80479431,-0.476744186
29223,4985,252,35397,61.6941185,-0.36
29225,16742,618,54844,95.58866882,-0.409836066
29227,1124,31,45023,78.47145844,-0.325
29229,7027,390,39384,68.64313507,-0.273972603
29510,146448,5877,46309,80.71285248,-0.486842105
30001,4976,155,49771,86.93928528,-0.189189189
30003,4533,372,43718,76.36598969,-0.24
30005,2202,92,44090,77.01579285,-0.310344828
30007,2509,106,60622,105.8936539,-0.240740741
30009,5290,197,57585,100.5886688,-0.076923077
30011,637,19,49057,85.69207764,-0.09375
30013,36757,1333,51732,90.36473083,-0.186046512
30015,2391,69,48017,83.87541962,-0.125
30017,5895,179,49379,86.25453949,-0.09375
30019,867,18,50001,87.34104156,-0.333333333
30021,4500,115,56677,99.00258636,-0.038461538
30023,4916,167,41780,72.98071289,-0.25
30025,1673,31,65651,114.6782455,-0.052631579
30027,5844,195,48703,85.07371521,-0.255813953
30029,46059,2349,61334,107.1373672,-0.234375
30031,67754,1635,73731,128.7922668,-0.314285714
30033,724,19,43106,75.29695129,-0.037037037
30035,5300,444,41808,73.02962494,-0.266666667
30037,350,15,40469,70.69068146,-0.108695652
30039,1610,98,49646,86.72093201,-0.161764706
30041,7410,292,51881,90.625,-0.344827586
30043,5552,197,70929,123.8977814,-0.260869565
30045,953,31,49401,86.29296875,-0.238095238
30047,12749,582,49019,85.6257019,-0.2
30049,35035,1113,66075,115.4188766,-0.162162162
30051,923,25,41240,72.0374527,-0.1875
30053,7536,612,43669,76.28039551,-0.330357143
30055,934,19,48551,84.80820465,-0.130434783
30057,4630,159,56579,98.83139801,-0.282608696
30059,927,34,43946,76.76425171,-0.186046512
30061,1671,104,43928,76.73281097,-0.351648352
30063,62103,2134,57279,100.0541534,-0.25
30065,2191,91,48290,84.35229492,-0.024390244
30067,8670,316,51740,90.37870026,-0.375
30069,258,10,42081,73.50650024,-0.119047619
30071,1812,72,47679,83.28500366,-0.283018868
30073,2582,103,48542,84.79248047,-0.224489796
30075,936,22,47843,83.5714798,-0.258064516
30077,2858,111,49387,86.26851654,-0.26
30079,458,18,46663,81.51026917,-0.11627907
30081,19543,857,57209,99.93187714,-0.3
30083,5733,161,69095,120.6941757,0.125
30085,4325,201,38409,67.09230042,-0.153846154
30087,3642,199,58139,101.5563889,-0.087719298
30089,4614,299,45193,78.94249725,-0.344086022
30091,1702,40,51111,89.27997589,-0.115384615
30093,16620,674,49249,86.02745819,-0.204081633
30095,5074,169,68186,119.1063461,-0.135135135
30097,1764,52,55259,96.5256424,-0.171428571
30099,2667,93,54458,95.12646484,-0.081081081
30101,2071,52,49448,86.37506866,-0.2
30103,332,10,51754,90.4031601,-0.275
30105,3982,134,51869,90.60404205,0.1
30107,737,29,42059,73.46807098,-0.24
30109,441,13,51145,89.3393631,0
30111,79581,2720,61435,107.3137894,-0.108108108
31001,16314,525,55182,87.18913269,-0.088235294
31003,3513,89,50771,80.21962738,-0.074074074
31005,216,12,46417,73.34017944,-0.018518519
31007,367,14,54706,86.43703461,0
31009,244,12,45411,71.75067139,0.068181818
31011,2892,79,58204,91.963974,0.038461538
31013,5261,169,61522,97.20651245,0
31015,1046,35,46548,73.54716492,-0.03030303
31017,1353,49,48843,77.17333221,0.029411765
31019,27227,716,64759,102.3210602,-0.037037037
31021,3393,116,54554,86.1968689,-0.153846154
31023,4519,117,63310,100.031601,-0.137931034
31025,13133,450,72915,115.2077713,-0.108108108
31027,4428,111,60400,95.43371582,0.043478261
31029,2232,50,57656,91.09812164,0.1
31031,3301,79,50677,80.07109833,-0.041666667
31033,4244,156,56229,88.84342194,0.590909091
31035,3203,103,63829,100.8516388,-0.03125
31037,5458,148,62472,98.70753479,-0.133333333
31039,4642,121,59505,94.01959229,-0.038461538
31041,6285,150,51004,80.58776855,-0.041666667
31043,10365,410,61010,96.39753723,0.027027027
31045,4865,140,46377,73.27697754,-0.034482759
31047,12740,385,56839,89.80723572,-0.147058824
31049,930,28,48793,77.09432983,0.074074074
31051,2913,90,57324,90.57354736,0
31053,19151,563,60853,96.14946747,-0.194444444
31055,291332,9676,67264,106.2790298,-0.111111111
31057,1128,28,45446,71.80596924,0.043478261
31059,3098,80,60440,95.49691772,0.041666667
31061,1439,48,49659,78.46263123,0
31063,1567,51,55712,88.02654266,0.142857143
31065,2521,70,50705,80.11534119,-0.035714286
31067,10671,383,56817,89.7724762,-0.146341463
31069,1067,31,41158,65.0308075,0
31071,1123,30,52707,83.27855682,0
31073,1075,29,64870,102.4964447,-0.133333333
31075,400,11,60773,96.02307129,0.173913043
31077,1193,36,48178,76.122612,-0.09375
31079,30935,1104,57371,90.64781189,-0.128205128
31081,4685,142,68236,107.8148193,-0.033333333
31083,1737,49,53362,84.31347656,0.038461538
31085,604,16,46399,73.31173706,-0.103448276
31087,1222,41,49451,78.13398743,-0.058823529
31089,5610,145,54474,86.07047272,-0.038461538
31091,408,12,50093,79.14836121,-0.30952381
31093,3264,117,56881,89.87359619,-0.054054054
31095,4050,111,56740,89.65081024,-0.1
31097,1999,70,54567,86.21741486,-0.105263158
31099,3718,83,64461,101.8502121,-0.083333333
31101,4479,147,51478,81.33670044,0.142857143
31103,574,15,46010,72.69710541,-0.074074074
31105,1975,60,52284,82.6102066,0.16
31107,4488,135,53676,84.80960846,-0.064516129
31109,173232,4836,61383,96.98688507,-0.1
31111,17769,621,60924,96.26165009,0.0625
31113,460,14,53108,83.91214752,0
31115,400,17,51559,81.46468353,0.051282051
31117,436,11,52033,82.21362305,0.086956522
31119,19360,543,58275,92.07615662,-0.068965517
31121,3929,127,53411,84.39089966,-0.184210526
31123,2541,73,49982,78.97298431,-0.066666667
31125,1932,59,55853,88.24932861,0.111111111
31127,3508,130,55343,87.44351196,-0.052631579
31129,2341,64,48624,76.82730103,-0.035714286
31131,8182,264,66293,104.7448273,-0.162162162
31133,1440,41,47006,74.27082062,0
31135,1785,40,63443,100.241745,0.047619048
31137,4865,128,61420,97.04534912,0
31139,4008,108,67465,106.5966187,-0.103448276
31141,17249,509,62804,99.23210907,-0.033333333
31143,2853,80,66462,105.0118484,-0.15625
31145,5719,155,50260,79.41223145,0
31147,4125,133,50207,79.32849121,-0.138888889
31149,848,26,53905,85.1714325,0.153846154
31151,7179,237,59937,94.7021637,-0.058823529
31153,94941,2771,84016,132.7476654,-0.096774194
31155,10979,309,71086,112.3179016,-0.228571429
31157,17665,660,50263,79.4169693,0
31159,8657,257,72291,114.2218323,-0.064516129
31161,2614,73,46159,72.93253326,0.038461538
31163,1629,53,48735,77.00268555,-0.03030303
31165,725,20,47983,75.81450653,0.08
31167,3435,89,62045,98.03286743,-0.107142857
31169,2721,71,52439,82.85511017,0
31171,413,15,51401,81.21504211,0
31173,2921,136,48891,77.2491684,-0.266666667
31175,2070,68,47981,75.81134796,0.066666667
31177,10959,322,75197,118.8134003,-0.09375
31179,5638,148,57655,91.09654236,-0.071428571
31181,1621,56,49518,78.23984528,-0.029411765
31183,554,15,50207,79.32849121,-0.103448276
31185,7136,190,59749,94.40512085,-0.161290323
32001,10822,397,56335,89.04185486,-0.5625
32003,1103405,46671,62131,98.20288086,-0.5
32005,22587,925,76296,120.5917664,-0.530120482
32007,26871,820,83287,131.6415863,-0.482758621
32009,424,17,50675,80.09577942,-0.133333333
32011,1089,26,71541,113.0761185,-0.62295082
32013,8149,245,73106,115.5497284,-0.567164179
32015,3152,103,81239,128.4045715,-0.536231884
32017,2034,84,58782,92.90953064,-0.473684211
32019,22393,1126,59406,93.89580536,-0.551401869
32021,1986,82,43771,69.18347168,-0.642857143
32023,16617,901,48490,76.64221954,-0.49
32027,2503,104,58562,92.5617981,-0.466666667
32029,2010,78,88003,139.0955963,-0.602150538
32031,251077,8387,71733,113.3795929,-0.58974359
32033,4553,140,60086,94.97060394,-0.523809524
32510,25556,1047,58126,91.87266541,-0.561797753
33001,30758,813,68752,87.50302124,-0.380952381
33003,23369,621,64495,82.08499146,-0.380952381
33005,39623,1081,65326,83.14263153,-0.341463415
33007,14239,477,49156,62.56252289,-0.438596491
33009,48467,1120,62468,79.50515747,-0.342857143
33011,236249,6509,82862,105.4613037,-0.4
33013,81879,1932,75800,96.47325134,-0.394736842
33015,183381,5231,91416,116.3482742,-0.391304348
33017,72725,1788,71486,90.98268127,-0.4
33019,22626,542,63518,80.84152985,-0.342857143
34001,115811,5918,62678,73.0632019,-0.533333333
34003,470940,13635,107971,125.8608627,-0.481481481
34005,224918,7329,88443,103.0972443,-0.5
34007,244570,9936,73168,85.29130554,-0.493506494
34009,42868,3186,66565,77.59424591,-0.43442623
34011,62056,3450,54179,63.15599442,-0.464646465
34013,356132,15941,64522,75.21273804,-0.4625
34015,145571,5341,87996,102.5761795,-0.520547945
34017,351387,11435,77738,90.61851501,-0.492063492
34019,63304,1723,117275,136.7064514,-0.458333333
34021,198194,6219,79475,92.64331818,-0.482758621
34023,427054,13202,92770,108.1411896,-0.508196721
34025,319888,10115,102579,119.5754547,-0.491803279
34027,251185,7005,116328,135.6025391,-0.46
34029,269814,9872,75627,88.15773773,-0.527027027
34031,233697,10133,76039,88.63800812,-0.487804878
34033,27991,1364,68146,79.43720245,-0.458823529
34035,167057,4979,112722,131.3990631,-0.442307692
34037,72105,2460,100281,116.896698,-0.484375
34039,268496,9867,79953,93.20052338,-0.492753623
34041,54212,1817,83998,97.91574097,-0.492063492
35001,320206,15427,56148,107.9333344,-0.245901639
35003,1069,74,37190,71.49035645,-0.207317073
35005,26114,1381,43687,83.97954559,-0.166666667
35006,8464,585,40436,77.73014832,-0.235294118
35007,5272,266,42754,82.18604279,-0.225806452
35009,20858,927,45623,87.70111847,-0.14
35011,760,35,34746,66.79225922,-0.043478261
35013,92799,5792,43618,83.84690857,-0.180555556
35015,33593,1110,63671,122.3948059,-0.272727273
35017,11683,606,43175,82.99533081,-0.246153846
35019,1490,85,36554,70.26777649,-0.289473684
35021,257,13,38162,73.35883331,0.021276596
35023,2007,92,37322,71.74410248,-0.371428571
35025,30138,1295,63012,121.128006,-0.046511628
35027,8629,430,47254,90.83639526,-0.203389831
35028,9302,316,122001,234.5225983,-0.195121951
35029,9139,1307,32544,62.55935287,-0.301675978
35031,22605,1759,36404,69.97943115,-0.28
35033,2093,138,36968,71.06360626,-0.431192661
35035,23768,1279,43135,82.91843414,-0.177419355
35037,3062,174,34596,66.50391388,-0.169230769
35039,15941,919,44579,85.69423676,-0.360465116
35041,7543,364,44928,86.36511993,-0.163636364
35043,64133,3359,71118,136.7101746,-0.295774648
35045,49222,3079,46201,88.81221008,-0.063492063
35047,10199,646,36986,71.0982132,-0.25
35049,71109,3089,61791,118.7808762,-0.222222222
35051,3672,271,33661,64.70655823,-0.241758242
35053,6103,390,39582,76.08850098,-0.178082192
35055,14353,948,43032,82.7204361,-0.367346939
35057,5292,396,39532,75.99238586,-0.278350515
35059,1801,66,38221,73.47225189,-0.222222222
35061,29250,1695,54867,105.470871,-0.294871795
36001,151417,5470,69408,96.34915161,-0.285714286
36003,18176,1012,49411,68.59018707,-0.158730159
36005,564818,31350,41470,57.56684113,-0.442105263
36007,79389,3771,52179,72.43260193,-0.328358209
36009,31964,1629,50783,70.49473572,-0.323943662
36011,34281,1466,58055,80.58940887,-0.316666667
36013,51606,2443,50143,69.60631561,-0.347826087
36015,33650,1402,58400,81.06832886,-0.365079365
36017,20910,933,51894,72.03697968,-0.317460317
36019,34557,1511,59069,81.99700165,-0.373134328
36021,30086,955,71563,99.34062958,-0.354166667
36023,21766,1070,55143,76.54710388,-0.287878788
36025,18085,856,51038,70.84871674,-0.318181818
36027,139358,4982,84564,117.3880463,-0.351851852
36029,422846,17949,60620,84.15003204,-0.338709677
36031,16174,766,55091,76.47491455,-0.347826087
36033,18515,922,48943,67.94052887,-0.356164384
36035,21380,1085,50061,69.49249268,-0.376623377
36037,28514,1117,62570,86.85693359,-0.321428571
36039,19297,865,54746,75.9960022,-0.367647059
36041,2081,126,60148,83.49481964,-0.24
36043,26506,1310,55778,77.42858124,-0.308823529
36045,41399,2338,53829,74.72306061,-0.311688312
36047,1148750,47683,66501,92.31378174,-0.459459459
36049,10926,614,56599,78.56825256,-0.329113924
36051,29339,1245,60268,83.66139984,-0.293103448
36053,31355,1410,61713,85.66728973,-0.338461538
36055,346547,14381,62159,86.28640747,-0.310344828
36057,21103,1082,52092,72.31183624,-0.346666667
36059,684992,23267,117767,163.4790039,-0.3125
36061,886994,31444,93007,129.1082458,-0.433333333
36063,93554,4668,56371,78.25175476,-0.323943662
36065,97070,4143,56516,78.45304108,-0.338709677
36067,211207,8280,61597,85.50626373,-0.321428571
36069,53276,2058,66754,92.66498566,-0.301886792
36071,179768,6755,83188,115.4779434,-0.345454545
36073,16668,791,53115,73.73191833,-0.415584416
36075,49738,2741,57640,80.01332855,-0.358024691
36077,26687,1133,52414,72.75881958,-0.293103448
36079,49149,1805,105600,146.5892944,-0.3
36081,1096976,38525,72975,101.300705,-0.451612903
36083,77940,2922,70688,98.12599182,-0.333333333
36085,215509,8448,86624,120.2476501,-0.479452055
36087,150107,5293,99831,138.5810242,-0.346153846
36089,40645,2294,51742,71.82598114,-0.320512821
36091,115147,3849,89071,123.6444626,-0.319148936
