,fips_state_county_code,Living Wage,Poverty Wage,Minimum Wage,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,5_year_unemployment_delta,population_2020,10_year_pop_delta,20_year_pop_delta,rucc_Metro - Counties in metro areas of 1 million population or more                                                                                                                                         ,"rucc_Metro - Counties in metro areas of 250,000 to 1 million population                                                                                                                                      ","rucc_Metro - Counties in metro areas of fewer than 250,000 population                                                                                                                                        ","rucc_Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area                                                                                                               ","rucc_Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area                                                                                                           ","rucc_Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area                                                                                                                                ","rucc_Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area                                                                                                                            ","rucc_Nonmetro - Urban population of 20,000 or more, adjacent to a metro area                                                                                                                                 ","rucc_Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area                                                                                                                             ",total_crime_10k,less_than_hs_10k,hs_diploma_only_10k,some_college_or_associates_10k,bachelors_or_higher_10k,Employed_2019_10k,Unemployed_2019_10k
10,1021,25.86,10.44,7.25,49692.0,95.98423767,-0.564516129,45014.0,0.031413972,0.136602363,1,0,0,0,0,0,0,0,0,52.65028657750922,1216.0661127649175,2965.2996845425864,1644.1551517305727,849.2913315857289,4286.6663704625225,121.07344381747902
11,1023,25.18,10.44,7.25,39808.0,76.89247131,-0.477777778,12665.0,-0.086153402,-0.206105435,0,0,0,0,1,0,0,0,0,55.27043031977892,1371.4962495065138,2775.3651796288987,2340.307935254639,878.7998420844848,3495.4599289380185,172.12791156731151
12,1025,25.13,10.44,7.25,43822.0,84.64584351,-0.520661157,23087.0,-0.106298146,-0.171618227,0,0,0,0,0,0,1,0,0,164.1616494130896,1411.6169272750897,3034.1750768830943,1930.0905271364838,887.945597089271,3097.414129163599,189.28401264781044
13,1027,25.13,10.44,7.25,40562.0,78.34888458,-0.577464789,14236.0,0.02182027,-0.000280899,0,0,0,0,1,0,0,0,0,198.08935094127563,1548.8901376791234,2512.644001123911,1881.1463894352346,701.7420623770722,4134.588367518966,127.84490025288001
14,1029,25.13,10.44,7.25,51276.0,99.04386902,-0.515151515,15056.0,0.005610473,0.064705466,0,0,0,1,0,0,0,0,0,183.31562167906483,1459.883103081828,2643.46439957492,1784.6705632306057,1073.326248671626,3712.805526036132,121.54622741764081
15,1031,25.51,10.44,7.25,57299.0,110.6777954,-0.560606061,53465.0,0.07041323,0.225165563,0,0,0,0,0,0,0,1,0,223.69774618909568,929.0189843823061,1798.372767230899,2369.213504161601,1504.535677546058,3948.003366688488,118.39521182081735
16,1033,25.86,10.44,7.25,46683.0,90.17210388,-0.542168675,57227.0,0.051425737,0.040888339,0,0,1,0,0,0,0,0,0,167.92772642284237,1010.536984290632,2575.7072710433886,1986.1254303038775,1235.4308281056144,3986.055533227323,155.870480717144
17,1035,25.13,10.44,7.25,41539.0,80.23603821,-0.611650485,11597.0,-0.123299063,-0.176173901,0,0,0,0,0,0,1,0,0,164.69776666379235,1193.4120893334484,3894.1105458308184,1556.4370095714407,972.6653444856429,3725.1013193067174,154.3502629990515
18,1037,25.49,10.44,7.25,42024.0,81.17285919,-0.659090909,10387.0,-0.099835341,-0.122867759,0,0,0,1,0,0,0,0,0,258.01482622508905,1590.449600462116,3203.0422643689226,2138.2497352459804,1019.5436603446616,4207.182054491191,129.9701550014441
19,1039,25.13,10.44,7.25,44836.0,86.6044693,-0.545454545,37570.0,-0.005163511,-0.001859724,0,0,0,0,0,1,0,0,0,244.0777215863721,1162.0974181527815,2613.5214266702155,2161.0327388874102,1070.0026616981634,3994.4104338568004,143.1993611924408
20,1041,25.13,10.44,7.25,43309.0,83.65494537,-0.594202899,13194.0,-0.05120092,-0.033902028,0,0,0,1,0,0,0,0,0,219.0389571017129,1527.9672578444747,2902.834621797787,1634.8340154615735,1278.6114900712444,4739.275428224951,138.6994088221919
21,1043,25.37,10.44,7.25,50897.0,98.3117981,-0.566666667,87866.0,0.092779146,0.134838426,0,0,0,0,0,0,0,1,0,161.95115289190358,1211.845309903717,2238.4084856486015,2208.590353492819,910.9325563926889,4271.618145812942,114.72014203446156
22,1045,25.13,10.44,7.25,45120.0,87.15303802,-0.542857143,49326.0,-0.018407594,0.004193811,0,0,0,0,0,0,0,1,0,174.14750841341282,942.9104326318777,2193.366581518874,2424.8874832745405,1232.2101934071281,4044.7228642095447,131.57361229371935
23,1047,25.18,10.44,7.25,34034.0,65.73950958,-0.508928571,38462.0,-0.122272935,-0.170380277,0,0,0,0,0,0,0,1,0,69.41916696999637,1236.8051583381,2446.830638032344,2126.2544849461806,1002.0279756642921,3600.956788518538,209.29748843013883
24,1049,25.13,10.44,7.25,44277.0,85.52471161,-0.588235294,71608.0,0.007017396,0.11130424,0,0,0,0,0,1,0,0,0,134.90112836554573,1685.845156965702,2294.576025025137,1849.0950731761816,872.2489107362306,4227.181320522846,122.61199865936767
25,1051,26.69,10.44,7.25,62310.0,120.3569565,-0.543859649,87977.0,0.109377955,0.336650511,0,1,0,0,0,0,0,0,0,342.0212100890006,852.836536822124,2072.359821316935,1852.5296384282256,1598.144969707992,4121.190765768326,111.27908430612547
26,1053,25.13,10.44,7.25,42712.0,82.50178528,-0.5625,36757.0,-0.040763068,-0.044080932,0,0,0,0,0,1,0,0,0,229.61612754033249,1327.094158935713,3076.4208178034114,1754.4957423075878,877.1118426422178,3834.6437413281824,140.92553799276328
27,1055,25.71,10.44,7.25,43047.0,83.14886475,-0.514285714,103436.0,-0.009518338,-0.000116,0,0,1,0,0,0,0,0,0,145.01720870876676,1075.737654201632,2288.1781971460614,2361.0735140570014,1238.930353068564,3966.3173363239107,138.82980780385938
28,1057,25.13,10.44,7.25,44212.0,85.39916229,-0.602564103,16321.0,-0.053361174,-0.11883166,0,0,0,0,0,1,0,0,0,115.18902028062008,1248.085288891612,2959.9901966791253,2075.2404877152135,889.0386618467005,3906.623368666136,126.21775626493475
29,1059,25.13,10.44,7.25,44874.0,86.6778717,-0.636363636,32113.0,0.01290058,0.027385866,0,0,0,0,0,1,0,0,0,169.09039952667143,1475.726341357083,2366.9541930059477,1724.8466353190297,905.2408681842245,4417.2142123127705,126.73994955314048
30,1061,25.52,10.44,7.25,43089.0,83.22999573,-0.552238806,26659.0,-0.004889884,0.037315175,0,0,1,0,0,0,0,0,0,236.3179414081549,1377.3960013503884,2518.4740612926216,2229.2659139502607,874.3763832101729,3978.3937882141117,121.53494129562249
31,1063,25.13,10.44,7.25,28699.0,55.43450928,-0.548387097,7730.0,-0.14538419,-0.221001713,0,0,0,1,0,0,0,0,0,106.08020698576972,1557.5679172056923,2893.91979301423,2284.6054333764555,758.0853816300129,3527.8137128072444,209.5730918499353
32,1065,27.08,10.44,7.25,40745.0,78.70236206,-0.591836735,14785.0,-0.061865482,-0.190749863,0,0,1,0,0,0,0,0,0,6.763611768684477,1073.3851876902265,2910.382144064931,1772.0662833953331,954.3456205613799,3945.891105850524,163.67940480216436
33,1067,25.13,10.44,7.25,48597.0,93.86915588,-0.52,17146.0,-0.009016299,0.052095478,0,0,1,0,0,0,0,0,0,284.03126093549514,1463.315058905867,2310.1598040359268,2112.4460515572146,1210.778024028928,3867.9575411174615,145.80660212294413
34,1069,25.52,10.44,7.25,50138.0,96.84572601,-0.552238806,107202.0,0.055688499,0.206808434,0,0,1,0,0,0,0,0,0,401.2052013954964,939.9078375403444,2104.2517863472694,2228.783045092442,1461.913024010746,4187.608440141043,131.1542695098972
35,1071,25.38,10.44,7.25,44322.0,85.6116333,-0.541666667,52579.0,-0.012174272,-0.023983219,0,0,0,0,0,1,0,0,0,89.3892999106107,1182.6014188173986,2886.513627113486,1983.4915080165085,984.2332490157668,4288.784495711216,147.58743985241256
36,1073,27.8,10.44,7.25,54127.0,104.5508118,-0.53968254,674721.0,0.024686165,0.019152892,1,0,0,0,0,0,0,0,0,108.93391490705046,662.2589188716521,1758.2971331854203,2020.0794106008261,2224.9789172117066,4559.632796370648,135.6708921168898
37,1075,25.13,10.44,7.25,42686.0,82.4515686,-0.550724638,13972.0,-0.040648174,-0.121368381,0,0,0,1,0,0,0,0,0,73.71886630403664,1243.2006870884627,2799.8854852562267,2157.1714858288005,840.2519324363011,4023.0460921843687,129.5448038935013
38,1077,25.86,10.44,7.25,48188.0,93.07913971,-0.541666667,93564.0,0.009222406,0.063807531,0,0,1,0,0,0,0,0,0,253.62318840579712,857.8085588474199,2444.636826129708,1898.0590825531187,1597.6230173998545,4387.050575007482,149.73707836347313
39,1079,25.67,10.44,7.25,47797.0,92.32389069,-0.609756098,33073.0,-0.036867701,-0.050554056,0,0,1,0,0,0,0,0,0,176.57908263538232,1458.8939618419859,2904.1816587548756,1800.2600308408673,885.9190276055998,4166.238321289269,136.36501073383124
40,1081,26.55,10.44,7.25,54160.0,104.6145554,-0.5,174241.0,0.242386646,0.514954701,0,0,1,0,0,0,0,0,0,211.6034687587881,507.8598033757841,1321.502975763454,1773.8075424268684,1966.9882519039722,4262.60179865818,120.69489959309232
41,1083,26.34,10.44,7.25,64729.0,125.0294571,-0.557377049,103570.0,0.251117393,0.577176098,0,1,0,0,0,0,0,0,0,72.99411026358985,974.9927585208072,1935.309452544173,1817.9974896205465,1638.6019117505068,4159.602201409674,114.99468958192527
42,1085,26.69,10.44,7.25,33930.0,65.53862,-0.546875,10311.0,-0.087441366,-0.235259215,0,1,0,0,0,0,0,0,0,22.3062748520997,1482.8823586461062,2715.5465037338768,1644.845310833091,1005.7220444185822,3196.5861701095914,196.87712152070605
43,1087,25.31,10.44,7.25,34281.0,66.21660614,-0.527472527,19532.0,-0.089502144,-0.18907249,0,0,0,0,0,1,0,0,0,120.8273602293672,1121.2369445013312,1860.0245750563179,1925.0460782305959,1254.3518328896168,3851.1161171411018,171.00143354495188
44,1089,26.34,10.44,7.25,68609.0,132.5240021,-0.573770492,388153.0,0.159319736,0.401284486,0,1,0,0,0,0,0,0,0,110.83258405834812,529.7395614615886,1317.1610164033254,1806.9421078801402,2729.207297122526,4640.592755949329,124.04902190631013
45,1091,25.13,10.44,7.25,38838.0,75.01882935,-0.556962025,19323.0,-0.081038665,-0.142457729,0,0,0,0,0,0,1,0,0,232.8830926874709,1096.103089582363,2572.0643792371784,2015.732546705998,1091.4454277286136,3834.290741603271,140.76489157998242
46,1093,25.13,10.44,7.25,44675.0,86.29348755,-0.556962025,29341.0,-0.046627242,-0.058436557,0,0,0,0,0,0,1,0,0,228.34940867727752,1480.8629562727924,2524.794655942197,2318.939368119696,925.3263351624007,4191.745339286323,153.02818581507105
47,1095,25.28,10.44,7.25,48913.0,94.47953796,-0.621212121,97612.0,0.049377009,0.1860078,0,0,0,0,0,0,0,1,0,254.4769085768143,1204.8723517600295,2040.7326967995737,2037.3519649223456,1269.0038110068433,4401.303118469041,112.48616973322953
48,1097,27.0,10.44,7.25,49492.0,95.59792328,-0.519480519,414809.0,0.004399601,0.037315542,0,1,0,0,0,0,0,0,0,117.95790351704038,909.7198951806736,2283.3400432488206,1969.5329657746095,1559.4888249772787,4379.8953253184,170.17470691330226
49,1099,25.13,10.44,7.25,40005.0,77.27298737,-0.563636364,19772.0,-0.142881914,-0.187006579,0,0,0,0,0,0,1,0,0,14.161440420797089,1068.682986040866,3516.083350192191,1856.1602265830468,1002.9334412300223,3523.1640704025895,179.04106817722032
50,1101,26.69,10.44,7.25,52711.0,101.8156891,-0.544117647,228954.0,-0.0017832,0.024320189,0,1,0,0,0,0,0,0,0,37.51845348847367,872.5770242057357,1644.3477729150834,1864.5666815168113,2194.9387213151986,4489.1113498781415,144.00272543829766
51,1103,25.67,10.44,7.25,54355.0,104.9912109,-0.606060606,123421.0,0.03289815,0.11114012,0,0,1,0,0,0,0,0,0,220.4649127782144,1064.4055711750837,2031.6639793876245,2089.5957738148286,1496.9899773944467,4600.270618452289,122.42649143986841
52,1105,25.13,10.44,7.25,29572.0,57.12078094,-0.558333333,8511.0,-0.196393164,-0.28334456,0,0,0,1,0,0,0,0,0,164.4930090471155,1186.6995652684761,2551.9915403595346,1599.107037950887,1574.4330865938198,3763.365056985078,209.14111150276113
53,1107,25.13,10.44,7.25,40249.0,77.74429321,-0.567901235,19123.0,-0.031550694,-0.085636416,0,0,1,0,0,0,0,0,0,39.219787690215966,1401.4537467970506,2817.5495476651154,2290.435601108613,1070.438738691628,3987.3450818386236,145.8976102076034
54,1109,25.21,10.44,7.25,41271.0,79.71837616,-0.547945205,33009.0,0.003343567,0.111863379,0,0,0,0,0,1,0,0,0,302.03883789269594,878.8512223938925,2090.036050774031,1489.896694840801,1387.5003786846014,4491.199369868824,153.29152655336424
55,1111,25.13,10.44,7.25,42922.0,82.9074173,-0.537313433,21967.0,-0.041286606,-0.016872538,0,0,0,0,0,1,0,0,0,78.75449537943278,1462.6485182318931,2504.666090044157,2027.5868347976511,1186.7801702553832,4189.92124550462,133.3818910183457
56,1113,26.4,10.44,7.25,43670.0,84.35224152,-0.538461538,59183.0,0.117778156,0.187126409,0,1,0,0,0,0,0,0,0,118.27720798202186,1063.9879695182738,2067.6545629657167,2272.443100214589,1172.1271311018365,3886.4200868492644,119.45998006184209
57,1115,27.8,10.44,7.25,65403.0,126.3313446,-0.526315789,91103.0,0.089840058,0.407213469,1,0,0,0,0,0,0,0,0,278.91507414684474,1041.4585688725947,2398.274480533023,2218.0389229772895,1084.4867896776177,4345.740535437911,121.51081742642943
58,1117,27.8,10.44,7.25,77801.0,150.2791138,-0.511111111,223024.0,0.143214496,0.554943561,1,0,0,0,0,0,0,0,0,103.4417820503623,477.8857880766196,1292.9101800703063,1950.5972451395364,2799.29514312361,5104.473061195207,115.23423488055097
59,1119,26.04,10.44,7.25,29209.0,56.4196167,-0.452380952,12345.0,-0.103029863,-0.164297319,0,0,0,1,0,0,0,0,0,92.34507897934384,871.6079384366141,2316.7274200081,1950.5872823005266,1412.7176994734712,3675.1721344673956,176.5897124341839
60,1121,25.36,10.44,7.25,47719.0,92.1732254,-0.558441558,82149.0,-0.001725584,0.017526693,0,0,0,0,0,0,0,1,0,231.4087816041583,1340.7345189837977,2298.384642539775,2157.1778110506516,1019.7324374003335,4190.921374575467,149.24101328074596
61,1123,25.13,10.44,7.25,47100.0,90.97757721,-0.6,41311.0,-0.007328912,-0.011012425,0,0,0,0,0,1,0,0,0,353.1746992326499,1342.4995763840138,2269.6134201544382,2047.3965771828325,1279.8044104475805,4331.533974002082,135.07298298274068
62,1125,27.08,10.44,7.25,52307.0,101.0353317,-0.542372881,227036.0,0.166344731,0.37654306,0,0,1,0,0,0,0,0,0,108.35286033932944,662.2738244155112,1699.2899804436302,1575.9615215208162,1746.859528885287,4496.907979351292,125.70693634489683
63,1127,26.12,10.44,7.25,45991.0,88.83544922,-0.582278481,65342.0,-0.025080942,-0.075628112,1,0,0,0,0,0,0,0,0,237.97863548712925,1245.9061553059287,2570.4753451072816,2259.6492302041565,777.4478895656699,3720.5778825257876,128.0952526705641
64,1129,25.18,10.44,7.25,48864.0,94.3848877,-0.505263158,15388.0,-0.124736932,-0.148752558,0,0,0,1,0,0,0,0,0,150.76683129711463,1280.8682089940212,3175.2014556797503,1983.3636599948013,933.8445541980764,4148.687288796465,204.70496490772032
65,1131,25.13,10.44,7.25,30998.0,59.87522125,-0.571428571,10600.0,-0.091688089,-0.184301654,0,0,0,0,1,0,0,0,0,110.37735849056604,1580.1886792452829,2649.056603773585,1643.3962264150944,838.6792452830189,2369.811320754717,183.01886792452828
66,1133,25.13,10.44,7.25,40827.0,78.86075592,-0.61627907,23540.0,-0.038555792,-0.05103604,0,0,0,0,0,1,0,0,0,157.17926932880204,1544.180118946474,2785.0467289719627,2023.7892948173321,935.0042480883602,4156.754460492778,143.160577740017
67,2013,27.59,13.05,10.19,66923.0,86.68445587,-0.477272727,3420.0,0.088825215,0.26807564,0,0,0,0,1,0,0,0,0,0.0,1111.111111111111,3324.5614035087715,2333.3333333333335,880.1169590643275,7315.789473684211,169.5906432748538
68,2016,31.29,13.05,10.19,84726.0,109.7444382,-0.340425532,5232.0,-0.059162021,-0.042459736,0,0,0,0,1,0,0,0,0,177.75229357798167,831.4220183486239,3079.128440366973,2633.7920489296635,1343.6544342507646,6773.700305810397,215.97859327217125
69,2020,28.28,13.05,10.19,82512.0,106.8766785,-0.137254902,291247.0,-0.001984059,0.118894041,0,1,0,0,0,0,0,0,0,420.02149378362697,401.755211212476,1542.882845145186,2264.4353418232636,2378.8056185986466,4892.239233365494,227.74483513993277
70,2050,30.84,13.05,10.19,48262.0,62.51311493,-0.272151899,18666.0,0.097160995,0.163280568,0,0,0,0,0,0,1,0,0,508.9467480981463,1002.3572270438231,2437.5870566805957,1187.1852566163077,623.5936997749919,3366.013071895425,436.6227365263045
71,2060,27.58,13.05,10.19,87950.0,113.9204407,-0.329113924,844.0,-0.153460381,-0.3290938,0,0,0,0,1,0,0,0,0,497.6303317535545,450.2369668246445,2784.36018957346,2594.78672985782,1694.312796208531,5059.241706161137,284.3601895734597
72,2070,28.87,13.05,10.19,57436.0,74.39607239,-0.292929293,4857.0,0.002063132,-0.013206014,0,0,0,0,1,0,0,0,0,452.9544986617253,815.3180975911056,2219.477043442454,1610.047354333951,1315.6269302038295,3802.758904673667,288.2437718756434
73,2090,28.41,13.05,10.19,74076.0,95.94963837,-0.175438596,95655.0,-0.019737449,0.154570363,0,0,1,0,0,0,0,0,0,135.59144843447808,356.0712978934713,1462.8613245517747,2618.263551304166,2028.3309811301028,4534.316031571794,223.40703570121792
74,2100,26.61,13.05,10.19,62548.0,81.01757813,-0.254716981,2080.0,-0.170653907,-0.130434783,0,0,0,0,1,0,0,0,0,62.5,221.15384615384616,2682.6923076923076,2985.576923076923,3004.8076923076924,5014.423076923077,432.6923076923077
75,2110,29.46,13.05,10.19,85419.0,110.6420746,-0.22,32255.0,0.031334932,0.050514591,0,0,0,0,0,0,0,0,1,464.7341497442257,253.60409238877693,1511.393582390327,2542.8615718493256,2686.715237947605,5154.2396527670135,209.88993954425672
76,2122,27.52,13.05,10.19,68625.0,88.88903046,-0.220779221,58799.0,0.061353791,0.183721539,0,0,0,0,0,0,1,0,0,160.20680623820132,506.30112757019674,2160.240820422116,2547.1521624517422,1699.858841136754,4242.759230599159,272.7937549958333
77,2130,29.01,13.05,10.19,75706.0,98.06095886,-0.285714286,13948.0,0.034948431,-0.008952679,0,0,0,0,0,0,1,0,0,391.45397189561226,499.7132205334098,2053.3409807857756,2612.5609406366507,1747.2039002007455,4758.388299397763,276.0252365930599
78,2150,29.13,13.05,10.19,79669.0,103.1941757,-0.125,13101.0,-0.036124191,-0.05856568,0,0,0,0,0,0,1,0,0,169.45271353331808,696.1300664071445,2025.0362567742923,2189.1458667277307,1909.014579039768,4346.996412487597,223.64704984352338
79,2170,26.52,13.05,10.19,75856.0,98.25524902,-0.227848101,107081.0,0.2032249,0.805202468,0,1,0,0,0,0,0,0,0,118.60180610939382,449.0058927354059,2106.162624555243,2437.4071964214004,1375.127240126633,4242.7694922535275,273.53125204284606
80,2180,30.82,13.05,10.19,58464.0,75.72763062,-0.190082645,10046.0,0.058364939,0.092431492,0,0,0,0,0,0,1,0,0,517.6189528170416,848.0987457694605,2259.6058132590088,1500.099542106311,886.9201672307387,3620.346406529962,393.1913199283297
81,2185,29.46,13.05,10.19,84784.0,109.8195648,-0.050847458,11031.0,0.169777306,0.493703453,0,0,0,0,0,0,1,0,0,299.15692140331794,605.5661318103527,2533.7684706735563,1783.1565587888679,974.5263348744447,3045.9613815610555,182.21376121838458
82,2188,28.99,13.05,10.19,61660.0,79.86736298,-0.25,7793.0,0.035889938,0.081159822,0,0,0,0,0,0,1,0,0,523.5467727447709,943.1541126652123,2520.2104452713975,1222.89233927884,714.7440010265623,3261.9017066598226,469.6522520210445
83,2220,28.19,13.05,10.19,80660.0,104.4778061,-0.28,8458.0,-0.047629771,-0.042671194,0,0,0,0,0,0,1,0,0,303.8543390872547,384.25159612201463,1989.8321116103098,2467.48640340506,2424.9231496807756,5034.287065500118,190.35232915582878
84,2261,27.85,13.05,10.19,74574.0,96.59468842,-0.294736842,,,,0,0,0,0,0,0,0,0,0,,,,,,,
85,4001,26.42,10.44,12.0,35386.0,57.04935074,-0.356687898,66021.0,-0.076861769,-0.049099813,0,0,0,0,0,1,0,0,0,1521.0311870465457,1334.2724284697294,2194.9076808894138,2441.6473546295874,837.4608079247513,2782.9024098392933,311.87046545796034
86,4003,27.36,10.44,12.0,48650.0,78.43358612,-0.30952381,125447.0,-0.044911912,0.065430641,0,0,1,0,0,0,0,0,0,380.479405645412,881.4080846891516,1683.8983793952825,2806.3644407598426,1614.4666671980995,3776.973542611621,232.68790804084594
87,4005,30.25,10.44,12.0,58301.0,93.99293518,-0.183098592,145101.0,0.079451871,0.247429505,0,0,1,0,0,0,0,0,0,546.5847926616633,542.7943294670608,1261.8796562394468,1850.5730491175113,2070.419914404449,5007.822137683406,306.2005086112432
88,4007,27.82,10.44,12.0,45980.0,74.12900543,-0.313253012,53272.0,-0.006063772,0.038481032,0,0,0,0,0,0,0,1,0,778.4577263853431,1009.5359663613156,2056.427391500225,2933.8113830905545,1383.0905541372579,3790.171196876408,228.82564949692144
89,4009,27.34,10.44,12.0,50685.0,81.7144165,-0.337837838,38533.0,0.035276733,0.151097834,0,0,0,0,0,0,1,0,0,233.56603430825524,907.0147665637246,1767.0568084499,2545.8697739599825,932.1879947058366,3805.8287701450704,197.75257571432277
90,4011,26.36,10.44,12.0,68066.0,109.736084,-0.384615385,9563.0,0.133459761,0.119920365,0,0,0,0,0,0,1,0,0,140.12339224092858,730.9421729582767,2124.8562166684096,2438.565303774966,827.1462930042874,4498.58830910802,188.2254522639339
91,4012,27.36,10.44,12.0,39407.0,63.53200912,-0.210526316,16557.0,-0.191907853,-0.158261312,0,0,0,0,0,1,0,0,0,1645.22558434499,2235.9123029534335,3019.87074953192,3275.3518149423207,1164.4621610195084,5270.882406233013,335.8096273479495
92,4013,29.59,10.44,12.0,68634.0,110.6518097,-0.275862069,4420568.0,0.158090779,0.438792611,1,0,0,0,0,0,0,0,0,256.79731654393737,799.3316695954004,1458.344267071562,2125.240466835936,2129.4028278718934,4982.880028086888,217.37930510287367
93,4015,27.46,10.44,12.0,49712.0,80.14574432,-0.32183908,213267.0,0.06534423,0.37608481,0,0,1,0,0,0,0,0,0,535.6196692409046,1034.759245452883,2624.972452371909,2805.684892646307,961.4708323369298,3849.306268667914,239.9808690514707
94,4017,26.98,10.44,12.0,40676.0,65.57789612,-0.315315315,106717.0,-0.006812534,0.095072446,0,0,0,0,0,0,0,1,0,586.2233758445234,1098.2317718826428,2003.7107489903203,2498.5709868155964,1008.0868090369858,3527.179362238444,288.52010457565336
95,4019,28.01,10.44,12.0,56150.0,90.52509308,-0.25,1043433.0,0.06444189,0.23673169,0,1,0,0,0,0,0,0,0,411.91911699169947,765.664877380723,1466.5244438310845,2224.9344231972727,2134.6171723531843,4550.162779977248,216.8514892666803
96,4021,29.59,10.44,12.0,62067.0,100.0644913,-0.285714286,425264.0,0.131713548,1.369568003,1,0,0,0,0,0,0,0,0,241.3089281011325,1001.895293276647,2060.085029534595,2602.336431016968,1374.9106437412995,4239.178486775273,224.7309906317017
97,4023,26.62,10.44,12.0,47779.0,77.02935791,-0.330769231,47669.0,0.005250949,0.241994737,0,0,0,0,0,0,0,1,0,285.3007195451971,1438.4610543539827,1761.731943191592,1690.8263231869769,1255.9525058213933,3753.1729216052363,358.51391889907484
98,4025,28.56,10.44,12.0,54242.0,87.44901276,-0.28125,236209.0,0.119298877,0.411239298,0,0,1,0,0,0,0,0,0,287.92298345956334,663.9459123064744,1916.819426863498,2917.5010266331938,1919.5288917865112,4303.053651639015,206.2580172643718
99,4027,27.07,10.44,12.0,47024.0,75.81214905,-0.266375546,203881.0,0.041532355,0.274296072,0,0,1,0,0,0,0,0,0,235.43145266111117,1738.4650850250882,1670.925687042932,2113.63491448443,976.648142789176,4086.697632442454,827.3944114458924
